Amps,Volts,State,Aux #1,Aux #2,Capacity
-31.99951171,3.19279774,3,38.59536,37.28945,83.83949626
-31.99490349,3.19218738,3,38.59536,37.242,83.71799993
-31.9972076,3.19218738,3,38.54787,37.20641,83.59649539
-31.9972076,3.19157702,3,38.55974,37.23013,83.47499086
-31.99490349,3.19157702,3,38.58349,37.19455,83.35349452
-31.9972076,3.19157702,3,38.58349,37.19455,83.23198999
-31.99951171,3.19127184,3,38.54787,37.13523,83.11047725
-31.9972076,3.19066148,3,38.55974,37.12337,82.98897272
-31.99490349,3.19096666,3,38.55974,37.13523,82.86747638
-31.99951171,3.1903563,3,38.58349,37.1471,82.74596228
-31.99951171,3.1903563,3,38.54787,37.15896,82.62444954
-31.9972076,3.18944076,3,38.536,37.1471,82.50294501
-31.9972076,3.18944076,3,38.54787,37.19455,82.38144047
-31.99490349,3.1888304,3,38.54787,37.19455,82.25994414
-31.9972076,3.18852522,3,38.55974,37.18269,82.1384396
-31.9972076,3.18852522,3,38.51225,37.13523,82.01693507
-31.9972076,3.18822004,3,38.54787,37.12337,81.89542916
-31.9972076,3.18822004,3,38.536,37.13523,81.77392463
-31.99951171,3.18760967,3,38.51225,37.1471,81.65241189
-31.9972076,3.18730449,3,38.51225,37.13523,81.53090736
-31.99490349,3.18730449,3,38.536,37.1471,81.40941102
-31.9972076,3.18669413,3,38.536,37.13523,81.28790649
-31.9972076,3.18669413,3,38.50037,37.13523,81.16640195
-31.9972076,3.18669413,3,38.536,37.13523,81.04489742
-31.99951171,3.18608377,3,38.51225,37.09965,80.92338331
-31.9972076,3.18608377,3,38.536,37.09965,80.80187878
-31.99951171,3.18577859,3,38.4885,37.0522,80.68036467
-31.9972076,3.18608377,3,38.51225,37.0522,80.55886014
-31.9972076,3.18547341,3,38.51225,37.07592,80.4373556
-31.9972076,3.18547341,3,38.47663,37.07592,80.31585107
-31.99951171,3.18486305,3,38.47663,37.0522,80.19433696
-31.99490349,3.18455787,3,38.4885,37.04034,80.072842
-31.9972076,3.18425269,3,38.4885,37.0522,79.95133746
-31.99490349,3.18425269,3,38.47663,37.0522,79.82984113
-31.9972076,3.18425269,3,38.44101,37.04034,79.70833659
-31.99490349,3.18394751,3,38.45288,37.09965,79.58684026
-31.99490349,3.18333715,3,38.4885,37.08778,79.46534393
-31.9972076,3.18333715,3,38.47663,37.08778,79.34383939
-31.99951171,3.18303197,3,38.45288,37.09965,79.22232665
-31.9972076,3.18333715,3,38.45288,37.13523,79.10082075
-31.99490349,3.18272679,3,38.45288,37.12337,78.97932579
-31.9972076,3.18272679,3,38.45288,37.07592,78.85782125
-31.9972076,3.18211643,3,38.42913,37.07592,78.73631535
-31.99951171,3.18211643,3,38.44101,37.07592,78.61480261
-31.9972076,3.18181125,3,38.45288,37.08778,78.49329808
-31.99951171,3.18181125,3,38.42913,37.07592,78.37178397
-31.9972076,3.18120089,3,38.39351,37.04034,78.25027944
-31.9972076,3.18120089,3,38.40538,37.0522,78.1287749
-31.9972076,3.18120089,3,38.42913,37.12337,78.00727037
-31.9972076,3.1808957,3,38.39351,37.09965,77.88576583
-31.99951171,3.18059052,3,38.36976,37.07592,77.76425173
-31.9972076,3.18059052,3,38.39351,37.04034,77.64274719
-31.9972076,3.18028534,3,38.39351,37.07592,77.52124265
-31.9972076,3.18028534,3,38.40538,37.09965,77.39973812
-31.9972076,3.17998016,3,38.36976,37.08778,77.27823358
-31.99490349,3.17967498,3,38.36976,37.07592,77.15673725
-31.9972076,3.1793698,3,38.38164,37.12337,77.03523272
-31.99951171,3.17906462,3,38.38164,37.09965,76.91371861
-32.00181582,3.17906462,3,38.36976,37.13523,76.7921963
-31.99951171,3.17875944,3,38.34602,37.08778,76.67068357
-31.9972076,3.17875944,3,38.36976,37.13523,76.54917903
-31.9972076,3.17845426,3,38.34602,37.13523,76.4276745
-31.99951171,3.17814908,3,38.33414,37.13523,76.30616039
-31.9972076,3.17814908,3,38.34602,37.13523,76.18465586
-31.9972076,3.1778439,3,38.34602,37.12337,76.06315132
-31.99951171,3.1778439,3,38.34602,37.12337,75.94163722
-31.9972076,3.1778439,3,38.34602,37.08778,75.82013268
-31.9972076,3.17753872,3,38.34602,37.08778,75.69862815
-31.99951171,3.17723354,3,38.33414,37.08778,75.57711404
-31.99951171,3.17692836,3,38.34602,37.09965,75.4556013
-31.99951171,3.17723354,3,38.33414,37.08778,75.3340872
-31.99951171,3.17692836,3,38.33414,37.07592,75.21257446
-31.99951171,3.17662318,3,38.32227,37.07592,75.09106036
-31.9972076,3.17662318,3,38.32227,37.07592,74.96955582
-31.99951171,3.176318,3,38.28665,37.07592,74.84804308
-31.9972076,3.17601282,3,38.33414,37.08778,74.72653718
-31.9972076,3.176318,3,38.32227,37.07592,74.60503265
-31.9972076,3.17601282,3,38.29852,37.0522,74.48352811
-31.9972076,3.17570764,3,38.29852,37.04034,74.36202358
-31.99951171,3.17601282,3,38.29852,37.02847,74.24051084
-31.9972076,3.17540246,3,38.27478,37.00475,74.11900494
-31.9972076,3.17509728,3,38.29852,37.02847,73.9975004
-31.9972076,3.17509728,3,38.28665,37.00475,73.87599587
-31.9972076,3.1747921,3,38.28665,37.02847,73.75449133
-31.99951171,3.1747921,3,38.22728,37.00475,73.63297723
-31.99951171,3.1747921,3,38.27478,37.00475,73.51146449
-31.99951171,3.17418173,3,38.27478,37.00475,73.38995038
-31.99951171,3.17448692,3,38.28665,36.99289,73.26843765
-31.99951171,3.17387655,3,38.2629,36.98102,73.14692354
-31.9972076,3.17387655,3,38.2629,37.00475,73.02541901
-31.9972076,3.17357137,3,38.23915,36.99289,72.90391447
-31.99490349,3.17357137,3,38.2629,36.99289,72.78241814
-31.9972076,3.17357137,3,38.2629,37.02847,72.6609136
-31.9972076,3.17296101,3,38.23915,37.04034,72.53940907
-31.99951171,3.17326619,3,38.22728,37.00475,72.41789633
-31.9972076,3.17265583,3,38.23915,37.02847,72.29639043
-31.9972076,3.17235065,3,38.23915,36.99289,72.17488589
-31.9972076,3.17204547,3,38.21541,37.00475,72.05338136
-31.9972076,3.17204547,3,38.21541,36.99289,71.93187682
-31.9972076,3.17174029,3,38.21541,37.00475,71.81037229
-31.99951171,3.17174029,3,38.21541,37.02847,71.68885818
-31.9972076,3.17174029,3,38.19166,36.98102,71.56735365
-31.99951171,3.17143511,3,38.19166,37.00475,71.44584091
-31.99951171,3.17143511,3,38.19166,36.98102,71.3243268
-31.99951171,3.17143511,3,38.17979,36.98102,71.20281407
-31.9972076,3.17112993,3,38.17979,36.99289,71.08130953
-31.9972076,3.17051957,3,38.19166,36.98102,70.95980363
-31.9972076,3.17082475,3,38.19166,36.94544,70.83829909
-31.99951171,3.17051957,3,38.17979,36.93357,70.71678636
-31.9972076,3.17051957,3,38.17979,36.92171,70.59528182
-31.99951171,3.17051957,3,38.19166,36.94544,70.47376772
-31.99951171,3.17021439,3,38.16791,36.94544,70.35225498
-31.9972076,3.17021439,3,38.16791,36.94544,70.23074908
-31.99951171,3.16990921,3,38.13229,36.94544,70.10923634
-31.99951171,3.17021439,3,38.16791,36.98102,69.98772223
-31.99490349,3.16929885,3,38.15604,36.96916,69.86622727
-31.99490349,3.16929885,3,38.15604,36.96916,69.74473093
-31.99951171,3.16899367,3,38.13229,36.94544,69.62321683
-31.9972076,3.16929885,3,38.12042,36.96916,69.50171229
-31.9972076,3.16899367,3,38.13229,36.93357,69.38020776
-31.9972076,3.16868849,3,38.13229,36.92171,69.25870322
-31.99490349,3.16868849,3,38.0848,36.89799,69.13720689
-31.9972076,3.16807813,3,38.10854,36.93357,69.01570236
-31.9972076,3.16807813,3,38.12042,36.89799,68.89419782
-31.9972076,3.16838331,3,38.10854,36.88612,68.77269329
-31.9972076,3.16777295,3,38.0848,36.83868,68.65118875
-31.99951171,3.16807813,3,38.0848,36.82681,68.52967465
-31.9972076,3.16777295,3,38.0848,36.81495,68.40817011
-31.9972076,3.16746777,3,38.0848,36.81495,68.28666557
-31.9972076,3.16716258,3,38.07292,36.79123,68.16516104
-31.9972076,3.16746777,3,38.0848,36.83868,68.0436565
-31.9972076,3.1668574,3,38.0848,36.8624,67.9221506
-31.9972076,3.16716258,3,38.07292,36.83868,67.80064607
-31.99490349,3.16746777,3,38.06105,36.8624,67.6791511
-31.99951171,3.16655222,3,38.06105,36.83868,67.557637
-31.9972076,3.16655222,3,38.04918,36.81495,67.43613246
-31.9972076,3.16655222,3,38.06105,36.83868,67.31462793
-31.9972076,3.16655222,3,38.01355,36.7675,67.19312339
-31.9972076,3.16624704,3,38.04918,36.81495,67.07161885
-31.9972076,3.16594186,3,38.06105,36.81495,66.95011295
-31.99951171,3.16594186,3,38.01355,36.79123,66.82860021
-31.99951171,3.16563668,3,38.01355,36.79123,66.70708611
-31.9972076,3.16563668,3,38.02543,36.82681,66.58558157
-31.99951171,3.16563668,3,38.02543,36.77936,66.46406884
-31.9972076,3.1653315,3,38.01355,36.77936,66.3425643
-31.99951171,3.16502632,3,38.00168,36.77936,66.2210502
-31.9972076,3.16502632,3,38.01355,36.7675,66.09954566
-31.9972076,3.16502632,3,38.00168,36.77936,65.97804113
-31.9972076,3.16502632,3,38.00168,36.7675,65.85653659
-31.99951171,3.16472114,3,38.00168,36.77936,65.73502249
-31.9972076,3.16441596,3,38.00168,36.79123,65.61351795
-31.9972076,3.16411078,3,38.00168,36.77936,65.49201342
-31.99951171,3.16350042,3,37.96606,36.77936,65.37049931
-31.9972076,3.1638056,3,37.97793,36.79123,65.24899478
-31.9972076,3.1638056,3,37.96606,36.7675,65.12749024
-31.9972076,3.16350042,3,37.96606,36.77936,65.00598571
-31.9972076,3.16319524,3,37.96606,36.77936,64.88448117
-31.9972076,3.16319524,3,37.96606,36.77936,64.76297664
-31.9972076,3.16289006,3,37.97793,36.77936,64.64147073
-31.9972076,3.16289006,3,37.96606,36.81495,64.5199662
-31.9972076,3.16289006,3,37.94231,36.7675,64.39846166
-31.9972076,3.16258488,3,37.94231,36.75564,64.27695713
-31.99490349,3.1622797,3,37.95419,36.73191,64.15546079
-31.99951171,3.1622797,3,37.91856,36.6726,64.03394806
-31.9972076,3.16197452,3,37.94231,36.66074,63.91244352
-31.99951171,3.16197452,3,37.95419,36.66074,63.79092942
-31.9972076,3.16166934,3,37.95419,36.66074,63.66942488
-31.9972076,3.16197452,3,37.94231,36.64888,63.54792035
-31.9972076,3.16166934,3,37.90669,36.62515,63.42641581
-31.99951171,3.16136416,3,37.91856,36.66074,63.30490171
-31.9972076,3.16105898,3,37.94231,36.66074,63.18339717
-31.9972076,3.16105898,3,37.89482,36.61329,63.06189264
-31.9972076,3.16105898,3,37.89482,36.6726,62.9403881
-32.00181582,3.1607538,3,37.90669,36.64888,62.81886579
-31.99951171,3.1607538,3,37.89482,36.66074,62.69735169
-31.9972076,3.16044862,3,37.8592,36.66074,62.57584715
-31.99951171,3.16014343,3,37.89482,36.68446,62.45433442
-31.9972076,3.16014343,3,37.90669,36.70819,62.33282988
-31.99951171,3.16014343,3,37.87107,36.68446,62.21131578
-31.9972076,3.15953307,3,37.87107,36.62515,62.08981124
-31.9972076,3.16014343,3,37.8592,36.62515,61.96830671
-31.99490349,3.15983825,3,37.8592,36.62515,61.84681037
-31.9972076,3.15983825,3,37.84732,36.61329,61.72530584
-31.99951171,3.15953307,3,37.84732,36.61329,61.60379173
-31.9972076,3.15922789,3,37.8592,36.60143,61.4822872
-31.9972076,3.15922789,3,37.87107,36.60143,61.36078266
-31.9972076,3.15892271,3,37.8592,36.55398,61.23927813
-31.9972076,3.15861753,3,37.8592,36.53025,61.11777359
-31.9972076,3.15892271,3,37.8592,36.53025,60.99626906
-31.9972076,3.15831235,3,37.84732,36.51839,60.87476452
-31.9972076,3.15831235,3,37.8592,36.56584,60.75325862
-31.99951171,3.15831235,3,37.84732,36.5777,60.63174588
-31.99951171,3.15770199,3,37.8117,36.55398,60.51023178
-31.9972076,3.15770199,3,37.82357,36.56584,60.38872724
-31.9972076,3.15770199,3,37.82357,36.55398,60.26722271
-31.99951171,3.15739681,3,37.82357,36.53025,60.14570997
-31.9972076,3.15739681,3,37.8117,36.56584,60.02420407
-31.99951171,3.15709163,3,37.82357,36.56584,59.90269133
-31.9972076,3.15709163,3,37.8117,36.5777,59.78118679
-31.99951171,3.15739681,3,37.79983,36.55398,59.65967269
-31.9972076,3.15709163,3,37.8117,36.53025,59.53816815
-31.9972076,3.15648127,3,37.79983,36.53025,59.41666362
-31.99951171,3.15648127,3,37.78796,36.53025,59.29514951
-31.9972076,3.15617609,3,37.78796,36.50653,59.17364498
-31.9972076,3.15617609,3,37.79983,36.50653,59.05214044
-31.99951171,3.15587091,3,37.76421,36.50653,58.9306277
-31.9972076,3.15617609,3,37.76421,36.50653,58.80912317
-31.9972076,3.15526055,3,37.78796,36.49467,58.68761727
-31.9972076,3.15556573,3,37.78796,36.49467,58.56611273
-31.99951171,3.15526055,3,37.76421,36.47094,58.44459999
-31.9972076,3.15495537,3,37.75233,36.47094,58.32309546
-31.9972076,3.15495537,3,37.74046,36.44722,58.20158956
-31.99951171,3.15465019,3,37.76421,36.47094,58.08007682
-31.9972076,3.15465019,3,37.74046,36.49467,57.95857228
-31.9972076,3.15434501,3,37.74046,36.47094,57.83706775
-31.99951171,3.15434501,3,37.75233,36.47094,57.71555364
-31.9972076,3.15434501,3,37.74046,36.47094,57.59404911
-31.9972076,3.15403983,3,37.70484,36.44722,57.47254457
-31.99490349,3.15403983,3,37.71671,36.44722,57.35104824
-31.9972076,3.15373465,3,37.71671,36.45908,57.2295437
-31.99951171,3.15312428,3,37.74046,36.45908,57.10803097
-31.99490349,3.15312428,3,37.69297,36.44722,56.98653463
-31.9972076,3.15312428,3,37.70484,36.47094,56.8650301
-31.9972076,3.15312428,3,37.70484,36.47094,56.74352556
-31.99490349,3.15312428,3,37.69297,36.47094,56.62202923
-31.99490349,3.15251392,3,37.68109,36.42349,56.5005329
-31.9972076,3.15220874,3,37.69297,36.45908,56.37902836
-31.99951171,3.15220874,3,37.68109,36.49467,56.25751426
-31.99951171,3.15220874,3,37.68109,36.49467,56.13600152
-31.9972076,3.15190356,3,37.68109,36.47094,56.01449698
-31.99951171,3.15220874,3,37.68109,36.47094,55.89298288
