Amps,Volts,State,Aux #1,Aux #2,Capacity
32.00181582,3.44548714,1,39.49776,38.04864,59.39399903
31.99951171,3.44548714,1,39.48589,38.03678,59.51521132
32.00181582,3.44548714,1,39.49776,38.09609,59.63643179
31.99951171,3.44548714,1,39.50964,38.08423,59.75764272
31.99951171,3.44579232,1,39.50964,38.10795,59.87885502
31.99951171,3.44640269,1,39.53338,38.09609,60.00006595
32.00411994,3.44609751,1,39.53338,38.10795,60.12129597
31.99951171,3.44640269,1,39.53338,38.14354,60.2425069
31.99951171,3.44670787,1,39.50964,38.14354,60.36371919
31.99951171,3.44701305,1,39.53338,38.14354,60.48493012
32.00181582,3.44670787,1,39.54526,38.1554,60.60615059
31.99951171,3.44670787,1,39.53338,38.16726,60.72736289
31.99951171,3.44701305,1,39.53338,38.1554,60.84857382
31.99951171,3.44731823,1,39.55713,38.23844,60.96978611
32.00181582,3.44731823,1,39.54526,38.21471,61.09100659
32.00181582,3.44731823,1,39.55713,38.21471,61.21222706
31.99951171,3.44731823,1,39.53338,38.21471,61.33343799
31.99951171,3.44792859,1,39.54526,38.26216,61.45465028
32.00181582,3.44792859,1,39.55713,38.26216,61.57587076
31.9972076,3.44823377,1,39.55713,38.26216,61.69707351
32.00181582,3.44792859,1,39.55713,38.27402,61.81829398
31.9972076,3.44823377,1,39.54526,38.23844,61.93949673
31.99951171,3.44792859,1,39.55713,38.2503,62.06070766
32.00181582,3.44823377,1,39.569,38.27402,62.18192813
31.99951171,3.44853895,1,39.59275,38.27402,62.30314043
31.9972076,3.44853895,1,39.54526,38.26216,62.42434318
32.00181582,3.44853895,1,39.569,38.29775,62.54556365
32.00181582,3.44884413,1,39.59275,38.27402,62.66678413
31.99951171,3.44884413,1,39.55713,38.26216,62.78799506
32.00181582,3.44914931,1,39.59275,38.27402,62.90921553
31.99951171,3.44914931,1,39.59275,38.29775,63.03042782
32.00181582,3.44945449,1,39.569,38.27402,63.1516483
31.99951171,3.44945449,1,39.60463,38.30961,63.27285923
31.9972076,3.44945449,1,39.64025,38.35706,63.39406198
32.00181582,3.44975967,1,39.6165,38.35706,63.51528245
31.99951171,3.45006485,1,39.60463,38.39265,63.63649475
31.99951171,3.44975967,1,39.64025,38.41637,63.75770567
31.9972076,3.45006485,1,39.6165,38.42824,63.87890979
31.99951171,3.45006485,1,39.64025,38.41637,64.00012072
31.9972076,3.45037003,1,39.6165,38.40451,64.12132346
32.00181582,3.45037003,1,39.65212,38.42824,64.24254394
31.99951171,3.45037003,1,39.66399,38.42824,64.36375623
31.99951171,3.45067521,1,39.66399,38.39265,64.48496716
32.00181582,3.45067521,1,39.64025,38.3452,64.60618764
31.99951171,3.45098039,1,39.66399,38.39265,64.72739993
31.99951171,3.45098039,1,39.67587,38.41637,64.84861086
31.9972076,3.45098039,1,39.67587,38.42824,64.96981361
31.99951171,3.45128557,1,39.66399,38.41637,65.0910259
31.99951171,3.45159075,1,39.66399,38.45196,65.21223683
31.99951171,3.45189593,1,39.67587,38.46382,65.33344912
31.99951171,3.45250629,1,39.67587,38.41637,65.45466142
31.99951171,3.45220111,1,39.66399,38.40451,65.57587235
32.00181582,3.45250629,1,39.67587,38.41637,65.69709282
31.9972076,3.45250629,1,39.69962,38.41637,65.81829557
31.9972076,3.45250629,1,39.69962,38.45196,65.93949832
31.9972076,3.45281147,1,39.66399,38.45196,66.06070106
31.99951171,3.45281147,1,39.69962,38.45196,66.18191336
31.99951171,3.45311666,1,39.69962,38.46382,66.30312429
32.00181582,3.45311666,1,39.69962,38.49941,66.42434476
32.00411994,3.45342184,1,39.69962,38.46382,66.54557478
32.00181582,3.45372702,1,39.72336,38.47569,66.66679526
31.9972076,3.4540322,1,39.71149,38.51127,66.78799801
31.99951171,3.45372702,1,39.72336,38.49941,66.90920894
31.99951171,3.4540322,1,39.71149,38.49941,67.03042123
31.9972076,3.4540322,1,39.74711,38.52314,67.15162398
31.99951171,3.4540322,1,39.74711,38.55872,67.27283627
31.9972076,3.45433738,1,39.74711,38.55872,67.39403902
31.99951171,3.45433738,1,39.74711,38.55872,67.51524995
31.99951171,3.45464256,1,39.78273,38.51127,67.63646224
31.99951171,3.45464256,1,39.75898,38.47569,67.75767317
32.00181582,3.45464256,1,39.75898,38.47569,67.87889365
31.99951171,3.45494774,1,39.75898,38.42824,68.00010594
32.00181582,3.45525292,1,39.80648,38.41637,68.12132641
31.99951171,3.45525292,1,39.78273,38.45196,68.24253734
32.00181582,3.45525292,1,39.80648,38.47569,68.36375782
31.99951171,3.4555581,1,39.77085,38.45196,68.48497011
31.99951171,3.45616846,1,39.78273,38.46382,68.60618104
31.9972076,3.45586328,1,39.80648,38.51127,68.72738379
31.99951171,3.45616846,1,39.80648,38.49941,68.84859608
31.99951171,3.45647364,1,39.81835,38.51127,68.96980701
32.00181582,3.45647364,1,39.83022,38.51127,69.09102749
31.99951171,3.45647364,1,39.83022,38.52314,69.21223978
32.00181582,3.45647364,1,39.86584,38.535,69.33346026
31.99951171,3.457084,1,39.80648,38.49941,69.45467119
31.99951171,3.45677882,1,39.83022,38.51127,69.57588348
31.99951171,3.457084,1,39.83022,38.55872,69.69709441
32.00181582,3.45738918,1,39.81835,38.52314,69.81831488
31.99951171,3.45738918,1,39.83022,38.535,69.93952718
32.00181582,3.45769436,1,39.85397,38.58245,70.06074765
31.9972076,3.45799954,1,39.85397,38.60617,70.1819504
32.00411994,3.45799954,1,39.85397,38.6299,70.30317906
31.99951171,3.45799954,1,39.85397,38.61803,70.42439135
31.9972076,3.45799954,1,39.85397,38.60617,70.5455941
32.00181582,3.45830472,1,39.87772,38.60617,70.66681457
31.99951171,3.45830472,1,39.86584,38.61803,70.7880255
31.9972076,3.4586099,1,39.86584,38.64176,70.90922825
31.99951171,3.45891508,1,39.87772,38.64176,71.03044054
32.00181582,3.45891508,1,39.87772,38.64176,71.15166102
32.00181582,3.45891508,1,39.87772,38.67735,71.27288149
31.9972076,3.45922026,1,39.90147,38.67735,71.39408424
32.00181582,3.45952544,1,39.90147,38.71293,71.51530472
32.00181582,3.45983062,1,39.91334,38.71293,71.63652519
31.99951171,3.45952544,1,39.91334,38.68921,71.75773612
31.99951171,3.45983062,1,39.91334,38.64176,71.87894842
31.99951171,3.45983062,1,39.92521,38.68921,72.00015935
31.99951171,3.46044099,1,39.93709,38.68921,72.12137164
32.00181582,3.46074617,1,39.96083,38.68921,72.24259211
32.00181582,3.46105135,1,39.92521,38.64176,72.36381259
31.99951171,3.46105135,1,39.98458,38.64176,72.48502352
32.00181582,3.46135653,1,39.97271,38.64176,72.60624399
31.99951171,3.46196689,1,39.96083,38.61803,72.72745629
32.00181582,3.46135653,1,39.96083,38.60617,72.84867676
31.9972076,3.46166171,1,39.93709,38.61803,72.96987951
31.99951171,3.46196689,1,39.98458,38.68921,73.09109044
31.99951171,3.46227207,1,40.00833,38.71293,73.21230273
31.99951171,3.46227207,1,39.97271,38.64176,73.33351503
31.99951171,3.46257725,1,40.00833,38.6299,73.45472596
31.99951171,3.46257725,1,40.00833,38.66549,73.57593825
32.00181582,3.46318761,1,40.00833,38.6299,73.69715872
31.9972076,3.46349279,1,39.97271,38.64176,73.81836147
31.99951171,3.46318761,1,39.98458,38.66549,73.9395724
31.99951171,3.46349279,1,40.0202,38.67735,74.0607847
31.9972076,3.46349279,1,40.00833,38.7248,74.18198744
32.00181582,3.46379797,1,39.98458,38.67735,74.30320792
31.9972076,3.46379797,1,40.0202,38.71293,74.42441067
31.99951171,3.46440833,1,40.0202,38.73666,74.5456216
31.99951171,3.46440833,1,40.0202,38.73666,74.66683389
31.99951171,3.46440833,1,39.98458,38.7248,74.78804618
31.99951171,3.46471351,1,40.00833,38.74852,74.90925711
31.9972076,3.46440833,1,40.03208,38.73666,75.03045986
31.99951171,3.46501869,1,40.0202,38.77225,75.15167215
31.99951171,3.46532387,1,40.03208,38.78411,75.27288308
31.9972076,3.46562905,1,40.04395,38.81969,75.39408583
31.99951171,3.46562905,1,40.04395,38.78411,75.51529812
31.99951171,3.46623941,1,40.0677,38.74852,75.63650905
31.99951171,3.46623941,1,40.0677,38.74852,75.75772135
31.99951171,3.46623941,1,40.0677,38.81969,75.87893364
32.00411994,3.46654459,1,40.0677,38.78411,76.0001623
31.9972076,3.46654459,1,40.07957,38.77225,76.12136504
31.99951171,3.46684977,1,40.0677,38.74852,76.24257734
31.9972076,3.46715496,1,40.07957,38.77225,76.36378009
32.00181582,3.46746014,1,40.09145,38.77225,76.48500056
31.99951171,3.46776532,1,40.09145,38.74852,76.60621149
31.9972076,3.46776532,1,40.07957,38.77225,76.72741424
32.00181582,3.46837568,1,40.11519,38.79597,76.84863471
31.99951171,3.4680705,1,40.11519,38.84342,76.96984701
31.99951171,3.46868086,1,40.12707,38.83156,77.09105794
32.00181582,3.46837568,1,40.11519,38.79597,77.21227841
31.99951171,3.46898604,1,40.12707,38.79597,77.3334907
32.00181582,3.46929122,1,40.13894,38.79597,77.45471118
31.99951171,3.4695964,1,40.11519,38.81969,77.57592211
31.99951171,3.46929122,1,40.12707,38.83156,77.6971344
32.00181582,3.4695964,1,40.13894,38.84342,77.81835488
31.99951171,3.47020676,1,40.15081,38.85528,77.93956581
31.99951171,3.47051194,1,40.18644,38.85528,78.0607781
31.99951171,3.47051194,1,40.13894,38.81969,78.18198903
31.9972076,3.47051194,1,40.17456,38.84342,78.30319178
31.99951171,3.47081712,1,40.17456,38.83156,78.42440407
32.00181582,3.47142748,1,40.17456,38.84342,78.54562455
31.99951171,3.47142748,1,40.17456,38.83156,78.66683548
31.99951171,3.47173266,1,40.18644,38.85528,78.78804777
32.00181582,3.47203784,1,40.19831,38.85528,78.90926824
31.99951171,3.47203784,1,40.19831,38.89087,79.03047917
32.00181582,3.47295338,1,40.17456,38.87901,79.15169965
31.99951171,3.47295338,1,40.18644,38.89087,79.27291194
31.9972076,3.47325856,1,40.22206,38.90273,79.39411469
31.99951171,3.47325856,1,40.22206,38.90273,79.51532562
31.99951171,3.47325856,1,40.22206,38.92646,79.63653791
31.9972076,3.47386893,1,40.19831,38.90273,79.75774066
31.99951171,3.47386893,1,40.22206,38.89087,79.87895295
31.99951171,3.47417411,1,40.23393,38.90273,80.00016388
32.00181582,3.47447929,1,40.23393,38.89087,80.12138436
31.99951171,3.47478447,1,40.23393,38.89087,80.24259665
31.9972076,3.47478447,1,40.2458,38.85528,80.3637994
32.00411994,3.47508965,1,40.23393,38.90273,80.48502806
32.00181582,3.47539483,1,40.22206,38.95018,80.60624853
31.9972076,3.47539483,1,40.23393,38.96204,80.72745128
31.99951171,3.47539483,1,40.23393,38.95018,80.84866357
31.99951171,3.47631037,1,40.2458,38.96204,80.9698745
31.99951171,3.47631037,1,40.23393,38.92646,81.0910868
31.9972076,3.47661555,1,40.2458,38.96204,81.21228954
31.99951171,3.47692073,1,40.25768,38.99763,81.33350047
31.9972076,3.47722591,1,40.25768,39.04508,81.45470458
31.99951171,3.47753109,1,40.2458,38.99763,81.57591551
31.99951171,3.47814145,1,40.28143,38.98577,81.69712781
31.99951171,3.47814145,1,40.25768,38.99763,81.81833874
31.9972076,3.47844663,1,40.2933,39.00949,81.93954149
31.99951171,3.47905699,1,40.25768,39.00949,82.06075378
31.99951171,3.47905699,1,40.25768,38.99763,82.18196471
32.00181582,3.47966735,1,40.30517,38.99763,82.30318518
31.9972076,3.47936217,1,40.2933,39.00949,82.42438793
32.00181582,3.47966735,1,40.2933,38.98577,82.54560841
32.00181582,3.47997253,1,40.2933,39.03322,82.66682888
32.00181582,3.48027771,1,40.28143,38.99763,82.78804936
32.00181582,3.48058289,1,40.30517,39.04508,82.90926983
31.9972076,3.48088808,1,40.28143,39.00949,83.03047258
31.99951171,3.48149844,1,40.28143,39.00949,83.15168487
31.99951171,3.48180362,1,40.30517,39.03322,83.2728958
31.9972076,3.4821088,1,40.30517,39.00949,83.39409991
31.99951171,3.48241398,1,40.28143,39.00949,83.51531084
31.99951171,3.48271916,1,40.32892,39.00949,83.63652314
31.9972076,3.48271916,1,40.30517,39.00949,83.75772588
31.99951171,3.48332952,1,40.34079,39.03322,83.87893681
31.99490349,3.4836347,1,40.32892,38.99763,84.00013138
31.99951171,3.48393988,1,40.30517,38.93832,84.12134367
31.99951171,3.48455024,1,40.35266,38.95018,84.2425546
31.9972076,3.48485542,1,40.32892,38.96204,84.36375735
31.99951171,3.48424506,1,40.34079,38.99763,84.48496964
31.99951171,3.4851606,1,40.32892,38.99763,84.60618057
31.9972076,3.48546578,1,40.34079,39.00949,84.72738332
31.99951171,3.48577096,1,40.35266,39.00949,84.84859561
32.00181582,3.4866865,1,40.35266,38.99763,84.96981609
32.00181582,3.4866865,1,40.35266,38.98577,85.09103656
31.9972076,3.48729686,1,40.38829,39.00949,85.21223931
31.99951171,3.48760204,1,40.36454,39.04508,85.33345024
32.00181582,3.48790723,1,40.35266,39.00949,85.45467072
31.9972076,3.48821241,1,40.35266,39.00949,85.57587483
31.9972076,3.48882277,1,40.38829,39.05694,85.69707758
31.99951171,3.48912795,1,40.41203,39.10439,85.81828851
32.00181582,3.48943313,1,40.40016,39.09253,85.93950898
31.9972076,3.49004349,1,40.36454,39.09253,86.06071173
31.99951171,3.49004349,1,40.41203,39.10439,86.18192402
32.00411994,3.49065385,1,40.43578,39.11626,86.30315268
31.99951171,3.49095903,1,40.4714,39.04508,86.42436497
32.00181582,3.49156939,1,39.98458,39.04508,86.54558545
31.99951171,3.49187457,1,40.55452,39.00949,86.66679638
32.00181582,3.49248493,1,40.44765,39.05694,86.78801685
31.99951171,3.49279011,1,40.45953,39.08067,86.90922915
32.00181582,3.49309529,1,40.44765,39.08067,87.03044962
31.9972076,3.49340047,1,40.44765,39.05694,87.15165237
31.99951171,3.49401083,1,40.45953,39.13998,87.2728633
32.00181582,3.49401083,1,40.4714,39.13998,87.39408377
31.99951171,3.49492638,1,40.49515,39.13998,87.51529607
31.99951171,3.49523156,1,40.44765,39.11626,87.636507
31.9972076,3.49584192,1,40.49515,39.15184,87.75770974
31.99490349,3.49675746,1,40.4714,39.15184,87.87890431
31.9972076,3.49706264,1,40.49515,39.1637,88.00010706
31.9972076,3.497673,1,40.4714,39.15184,88.12130981
31.9972076,3.49828336,1,40.59014,39.21115,88.24251255
31.99951171,3.49858854,1,40.18644,39.10439,88.36372485
31.99951171,3.49889372,1,40.40016,39.08067,88.48493578
31.99951171,3.49950408,1,40.49515,39.09253,88.60614807
32.00181582,3.50011444,1,40.50702,39.15184,88.72736854
31.99951171,3.50041962,1,40.5189,39.15184,88.84857947
31.99951171,3.50102998,1,40.5189,39.15184,88.96979177
31.99951171,3.50164034,1,40.55452,39.19929,89.09100406
31.99951171,3.50225071,1,40.5189,39.19929,89.21221499
31.99951171,3.50255589,1,40.55452,39.19929,89.33342728
31.9972076,3.50316625,1,40.54264,39.21115,89.45463003
31.99951171,3.50408179,1,40.54264,39.22301,89.57584096
31.99951171,3.50469215,1,40.5189,39.22301,89.69705325
31.99951171,3.50530251,1,40.5189,39.21115,89.81826418
31.99951171,3.50591287,1,40.56639,39.22301,89.93947648
31.99951171,3.50652323,1,40.54264,39.19929,90.06068741
32.00181582,3.50743877,1,40.56639,39.22301,90.18190788
31.9972076,3.50804913,1,40.56639,39.21115,90.30311063
31.99951171,3.50835431,1,40.55452,39.19929,90.42432292
31.99951171,3.50896468,1,40.56639,39.18743,90.54553522
31.99951171,3.50957504,1,40.59014,39.18743,90.66674615
31.99951171,3.51049058,1,40.55452,39.21115,90.78795844
31.99951171,3.51140612,1,40.59014,39.19929,90.90916937
31.99951171,3.51201648,1,40.59014,39.21115,91.03038166
31.99951171,3.51293202,1,40.60201,39.19929,91.15159259
31.99951171,3.51415274,1,40.56639,39.21115,91.27280488
31.9972076,3.51445792,1,40.59014,39.24674,91.39400763
31.99951171,3.51537346,1,40.59014,39.24674,91.51521856
32.00181582,3.51598383,1,40.59014,39.24674,91.63643904
31.99951171,3.51720455,1,40.60201,39.2586,91.75765133
31.99951171,3.51812009,1,40.60201,39.24674,91.87886226
32.00181582,3.51873045,1,40.61389,39.30605,92.00008274
31.9972076,3.51964599,1,40.60201,39.30605,92.12128548
31.99951171,3.52056153,1,40.60201,39.29419,92.24249778
31.99951171,3.52178225,1,40.62576,39.30605,92.36371007
31.9972076,3.5226978,1,40.62576,39.32978,92.48491282
31.99951171,3.52361334,1,40.61389,39.29419,92.60612375
31.9972076,3.52452888,1,40.64951,39.29419,92.72732649
32.00181582,3.52544442,1,40.64951,39.31792,92.84854697
31.9972076,3.52605478,1,40.64951,39.32978,92.96974972
32.00181582,3.52788586,1,40.62576,39.31792,93.09097019
31.9972076,3.52849622,1,40.66138,39.37723,93.21217294
31.9972076,3.52971695,1,40.67326,39.41282,93.33337705
32.00181582,3.53093767,1,40.67326,39.40095,93.45459753
32.00181582,3.53215839,1,40.66138,39.32978,93.57581664
31.99951171,3.53337911,1,40.697,39.36536,93.69702893
31.9972076,3.53429465,1,40.697,39.37723,93.81823168
31.9972076,3.53551537,1,40.70888,39.40095,93.93943443
31.99951171,3.53704128,1,40.70888,39.37723,94.06064672
31.99951171,3.538262,1,40.73262,39.37723,94.18185765
31.9972076,3.5397879,1,40.72075,39.3535,94.3030604
32.00411994,3.54100862,1,40.75637,39.37723,94.42429042
31.9972076,3.54222934,1,40.75637,39.3535,94.54549317
31.9972076,3.54375525,1,40.76825,39.32978,94.66669591
31.99951171,3.54528115,1,40.75637,39.31792,94.78790821
31.99951171,3.54650187,1,40.76825,39.37723,94.90911914
31.99951171,3.54833295,1,40.78012,39.43654,95.03033143
31.9972076,3.54985885,1,40.75637,39.41282,95.15153418
32.00181582,3.55138476,1,40.78012,39.48399,95.27275465
31.99951171,3.55321584,1,40.80386,39.48399,95.39396558
31.9972076,3.55474174,1,40.80386,39.51958,95.51516833
31.9972076,3.55626764,1,40.80386,39.50771,95.63637244
31.9972076,3.55840391,1,40.80386,39.48399,95.75757519
31.99951171,3.56023499,1,40.82761,39.47213,95.87878612
31.99951171,3.56176089,1,40.82761,39.47213,95.99999841
32.00181582,3.56359197,1,40.81574,39.43654,96.12121889
31.99951171,3.56542306,1,40.82761,39.48399,96.24242982
32.00181582,3.56755932,1,40.86324,39.47213,96.36365029
31.99951171,3.5693904,1,40.82761,39.47213,96.48486259
31.99951171,3.57152667,1,40.82761,39.48399,96.60607352
32.00181582,3.57396811,1,40.87511,39.50771,96.72729399
31.99951171,3.57610437,1,40.87511,39.53144,96.84850628
31.99951171,3.57824063,1,40.88698,39.50771,96.96971721
31.99951171,3.58068208,1,40.86324,39.50771,97.09092951
31.99951171,3.58312352,1,40.88698,39.57889,97.21214044
31.99951171,3.58525978,1,40.88698,39.57889,97.33335273
32.00181582,3.58739605,1,40.91073,39.57889,97.45457321
32.00181582,3.59014267,1,40.91073,39.61448,97.57579368
31.9972076,3.59258412,1,40.9226,39.6382,97.69699643
31.99951171,3.59502556,1,40.93447,39.6382,97.81820736
31.99951171,3.59777218,1,40.9226,39.59075,97.93941965
32.00181582,3.60112917,1,40.93447,39.61448,98.06064013
31.99951171,3.60387579,1,40.9701,39.61448,98.18185106
31.9972076,3.60601205,1,40.9701,39.61448,98.3030538
31.99951171,3.60936904,1,40.9701,39.61448,98.4242661
31.99951171,3.61211566,1,40.9701,39.56703,98.54547703
31.99951171,3.61486229,1,40.98197,39.57889,98.66668932
31.99951171,3.61852445,1,40.99384,39.59075,98.78790161
31.9972076,3.62127108,1,41.00572,39.61448,98.90910436
32.00181582,3.62462806,1,41.02946,39.6382,99.03032484
31.9972076,3.62798505,1,41.04134,39.67379,99.15152758
32.00181582,3.63103685,1,40.98197,39.67379,99.27274806
32.00181582,3.63469902,1,41.07696,39.69751,99.39396853
31.99490349,3.63775082,1,41.11258,39.7331,99.51516174
31.9972076,3.6411078,1,40.98197,39.62634,99.63636448
32.00181582,3.64415961,1,41.13633,39.76869,99.75758496
31.9972076,3.64751659,1,41.30256,39.76869,99.87878907
31.99951171,3.64995804,1,41.11258,39.79241,100
0,3.59136339,2,41.11258,39.79241,100
0,3.50469215,2,40.86324,39.69751,100
0,3.47631037,2,41.08883,39.7331,100
0,3.45952544,2,41.18382,39.80428,100
0,3.44701305,2,41.16008,39.828,100
0,3.43694209,2,41.1482,39.80428,100
0,3.42839704,2,41.16008,39.80428,100
0,3.42137789,2,41.18382,39.85172,100
0,3.41527428,2,41.1957,39.88731,100
0,3.41008621,2,41.18382,39.87545,100
0,3.40520333,2,41.20757,39.88731,100
0,3.40123598,2,41.20757,39.88731,100
0,3.39757382,2,41.20757,39.85172,100
0,3.39391165,2,41.18382,39.79241,100
0,3.39055467,2,41.20757,39.80428,100
0,3.38780804,2,41.21944,39.80428,100
0,3.3853666,2,41.20757,39.80428,100
0,3.38261997,2,41.18382,39.828,100
0,3.38078889,2,41.1957,39.80428,100
0,3.37895781,2,41.1957,39.828,100
0,3.37712673,2,41.1957,39.80428,100
0,3.37560082,2,41.1957,39.78055,100
0,3.37346456,2,41.1482,39.78055,100
0,3.37193866,2,41.16008,39.85172,100
0,3.37071794,2,41.16008,39.88731,100
0,3.36949722,2,41.16008,39.85172,100
0,3.36827649,2,41.13633,39.83986,100
0,3.36736095,2,41.16008,39.80428,100
0,3.36614023,2,41.13633,39.78055,100
0,3.36522469,2,41.1482,39.78055,100
0,3.36369879,2,41.13633,39.76869,100
0,3.36339361,2,41.11258,39.76869,100
0,3.36247807,2,41.10071,39.76869,100
0,3.36156252,2,41.10071,39.79241,100
0,3.36095216,2,41.08883,39.74496,100
0,3.3603418,2,41.07696,39.79241,100
0,3.35942626,2,41.07696,39.79241,100
0,3.3588159,2,41.07696,39.79241,100
0,3.35820554,2,41.07696,39.79241,100
0,3.35759518,2,41.04134,39.76869,100
0,3.35698482,2,41.04134,39.72124,100
0,3.35606928,2,41.02946,39.72124,100
0,3.3557641,2,40.99384,39.67379,100
0,3.35545892,2,41.00572,39.6382,100
0,3.35454337,2,41.00572,39.6382,100
0,3.35423819,2,41.00572,39.6382,100
0,3.35393301,2,40.99384,39.61448,100
0,3.35332265,2,40.9701,39.59075,100
0,3.35271229,2,41.00572,39.61448,100
0,3.35271229,2,40.9701,39.59075,100
0,3.35240711,2,40.9701,39.57889,100
0,3.35210193,2,40.98197,39.56703,100
0,3.35179675,2,40.9226,39.53144,100
0,3.35118639,2,40.9226,39.53144,100
0,3.35088121,2,40.93447,39.51958,100
0,3.35057603,2,40.93447,39.48399,100
0,3.35057603,2,40.88698,39.48399,100
0,3.34996567,2,40.9226,39.5433,100
0,3.34935531,2,40.88698,39.59075,100
0,3.34935531,2,40.88698,39.56703,100
0,3.34935531,2,40.86324,39.56703,100
0,3.34874495,2,40.86324,39.5433,100
0,3.34874495,2,40.83949,39.53144,100
0,3.34843977,2,40.83949,39.53144,100
0,3.34813458,2,40.81574,39.51958,100
0,3.34752422,2,40.82761,39.51958,100
0,3.34752422,2,40.81574,39.53144,100
0,3.34752422,2,40.78012,39.47213,100
0,3.34721904,2,40.78012,39.46027,100
0,3.34691386,2,40.76825,39.43654,100
0,3.34691386,2,40.76825,39.41282,100
0,3.34691386,2,40.73262,39.36536,100
0,3.34691386,2,40.72075,39.31792,100
0,3.3463035,2,40.72075,39.29419,100
0,3.3463035,2,40.72075,39.29419,100
0,3.3463035,2,40.70888,39.31792,100
0,3.34599832,2,40.66138,39.31792,100
0,3.34569314,2,40.66138,39.30605,100
0,3.34569314,2,40.66138,39.36536,100
0,3.34538796,2,40.64951,39.32978,100
0,3.34538796,2,40.62576,39.29419,100
0,3.34508278,2,40.62576,39.29419,100
0,3.34538796,2,40.62576,39.22301,100
0,3.3447776,2,40.59014,39.22301,100
0,3.34447242,2,40.59014,39.21115,100
0,3.3447776,2,40.59014,39.22301,100
0,3.34447242,2,40.59014,39.21115,100
0,3.3447776,2,40.55452,39.19929,100
0,3.34416724,2,40.54264,39.22301,100
0,3.34416724,2,40.54264,39.22301,100
0,3.34416724,2,40.50702,39.18743,100
0,3.34355688,2,40.49515,39.18743,100
0,3.34386206,2,40.45953,39.18743,100
0,3.34355688,2,40.4714,39.22301,100
0,3.34355688,2,40.45953,39.18743,100
0,3.3432517,2,40.45953,39.13998,100
0,3.3432517,2,40.44765,39.11626,100
0,3.34355688,2,40.43578,39.09253,100
0,3.3432517,2,40.43578,39.08067,100
0,3.34355688,2,40.38829,39.03322,100
0,3.3432517,2,40.36454,39.03322,100
0,3.3432517,2,40.38829,39.04508,100
0,3.34264134,2,40.38829,39.03322,100
0,3.34264134,2,40.38829,38.99763,100
0,3.34264134,2,40.35266,38.99763,100
0,3.34233616,2,40.32892,38.96204,100
0,3.34233616,2,40.34079,38.96204,100
0,3.34233616,2,40.34079,38.96204,100
0,3.34233616,2,40.2933,38.92646,100
0,3.34203098,2,40.30517,38.90273,100
0,3.34233616,2,40.30517,38.90273,100
0,3.34203098,2,40.2933,38.87901,100
0,3.3417258,2,40.2458,38.87901,100
0,3.3417258,2,40.25768,38.90273,100
0,3.34203098,2,40.25768,38.87901,100
0,3.34203098,2,40.2458,38.85528,100
0,3.3417258,2,40.22206,38.84342,100
0,3.34203098,2,40.19831,38.89087,100
0,3.34142061,2,40.22206,38.87901,100
0,3.34142061,2,40.18644,38.85528,100
0,3.34142061,2,40.15081,38.81969,100
-32.0340734,3.2901503,3,40.18644,38.83156,99.8792429
-31.99951171,3.27550164,3,40.15081,38.77225,99.75861472
-32.00181582,3.26848249,3,40.12707,38.77225,99.6379784
-31.99951171,3.26268406,3,40.13894,38.77225,99.51735158
-32.00181582,3.25841154,3,40.12707,38.79597,99.39671525
-31.99951171,3.25413901,3,40.09145,38.77225,99.27608707
-31.99951171,3.25200275,3,40.09145,38.78411,99.15546025
-32.00181582,3.24895094,3,40.0677,38.74852,99.03482393
-31.99951171,3.24681468,3,40.0677,38.7248,98.91419575
-31.99951171,3.24467842,3,40.0677,38.73666,98.79356893
-31.99951171,3.24284733,3,40.04395,38.68921,98.67294075
-32.00181582,3.24132143,3,40.03208,38.71293,98.55230443
-31.99951171,3.23949035,3,40.00833,38.68921,98.43167761
-31.9972076,3.23887999,3,40.03208,38.71293,98.31105757
-31.99951171,3.23735409,3,39.98458,38.64176,98.19043075
-31.9972076,3.23613336,3,39.98458,38.64176,98.06981207
-31.99951171,3.235523,3,39.96083,38.64176,97.94918389
-32.00181582,3.23430228,3,39.97271,38.66549,97.82854757
-31.99951171,3.23369192,3,39.93709,38.66549,97.70792075
-31.9972076,3.2324712,3,39.93709,38.66549,97.58730207
-31.99951171,3.23186084,3,39.92521,38.66549,97.46667389
-31.99951171,3.23125048,3,39.93709,38.66549,97.34604706
-31.9972076,3.23064012,3,39.92521,38.61803,97.22542703
-32.00411994,3.23033494,3,39.93709,38.61803,97.10478256
-31.99951171,3.22941939,3,39.91334,38.64176,96.98415574
-31.99951171,3.22880903,3,39.87772,38.61803,96.86352756
-31.99951171,3.22819867,3,39.90147,38.58245,96.74289938
-31.99951171,3.22789349,3,39.85397,38.57058,96.62227256
-31.99951171,3.22758831,3,39.86584,38.535,96.50164438
-31.99951171,3.22697795,3,39.85397,38.535,96.38101756
-31.99951171,3.22636759,3,39.87772,38.51127,96.26038938
-31.99951171,3.22636759,3,39.85397,38.52314,96.13976256
-32.00181582,3.22606241,3,39.83022,38.535,96.01912624
-31.99951171,3.22575723,3,39.83022,38.57058,95.89849806
-32.00181582,3.22514687,3,39.80648,38.52314,95.77786174
-31.99951171,3.22453651,3,39.78273,38.49941,95.65723491
-31.99951171,3.22392615,3,39.81835,38.51127,95.53660674
-31.99951171,3.22362097,3,39.80648,38.47569,95.41597991
-31.99951171,3.22362097,3,39.78273,38.47569,95.29535173
-31.99951171,3.22301061,3,39.78273,38.46382,95.17472491
